,Rank,Order,Family,Genus,Species,BreedRegion,OrigG,SDate,SAuthors,GDate,GAuthors,DateRank,SpG
6441,2,PASSERIFORMES,Laniidae,Eurocephalus,anguitimens,AF,True,1836,Smith A,1836,Smith A,1,2
6442,1,PASSERIFORMES,Laniidae,Lanius,tigrinus,EU,True,1828,Drapiez,1758,Linnaeus,14,30
6443,2,PASSERIFORMES,Laniidae,Lanius,souzae,AF,True,1878,Barboza du Bocage,1758,Linnaeus,24,30
6444,3,PASSERIFORMES,Laniidae,Lanius,bucephalus,EU,True,1845,Temminck Schlegel,1758,Linnaeus,18,30
6445,4,PASSERIFORMES,Laniidae,Lanius,cristatus,EU,True,1758,Linnaeus,1758,Linnaeus,1,30
6446,5,PASSERIFORMES,Laniidae,Lanius,collurio,EU,True,1758,Linnaeus,1758,Linnaeus,1,30
6447,6,PASSERIFORMES,Laniidae,Lanius,isabellinus,EU,True,1833,Hemprich Ehrenberg,1758,Linnaeus,17,30
6448,7,PASSERIFORMES,Laniidae,Lanius,phoenicuroides,OR,False,1875,Schalow,1758,Linnaeus,23,30
6449,8,PASSERIFORMES,Laniidae,Lanius,collurioides,OR,True,1831,Lesson R,1758,Linnaeus,15,30
6450,9,PASSERIFORMES,Laniidae,Lanius,gubernator,AF,True,1882,Hartlaub,1758,Linnaeus,26,30
6451,10,PASSERIFORMES,Laniidae,Lanius,vittatus,EU,True,1826,Valenciennes,1758,Linnaeus,13,30
6452,11,PASSERIFORMES,Laniidae,Lanius,schach,OR AU,True,1758,Linnaeus,1758,Linnaeus,1,30
6453,12,PASSERIFORMES,Laniidae,Lanius,tephronotus,EU,False,1831,Vigors,1758,Linnaeus,15,30
6454,13,PASSERIFORMES,Laniidae,Lanius,validirostris,OR,True,1894,Ogilvie-Grant,1758,Linnaeus,29,30
6455,14,PASSERIFORMES,Laniidae,Lanius,mackinnoni,AF,True,1891,Sharpe,1758,Linnaeus,27,30
6456,15,PASSERIFORMES,Laniidae,Lanius,minor,EU,True,1788,Gmelin JF,1758,Linnaeus,8,30
6457,16,PASSERIFORMES,Laniidae,Lanius,ludovicianus,NA MA,True,1766,Linnaeus,1758,Linnaeus,6,30
6458,17,PASSERIFORMES,Laniidae,Lanius,borealis,NA EU,True,1808,Vieillot,1758,Linnaeus,9,30
6459,18,PASSERIFORMES,Laniidae,Lanius,excubitor,EU,True,1758,Linnaeus,1758,Linnaeus,1,30
6460,19,PASSERIFORMES,Laniidae,Lanius,meridionalis,EU AF,True,1820,Temminck,1758,Linnaeus,11,30
6461,20,PASSERIFORMES,Laniidae,Lanius,pallidirostris,EU,True,1851,Cassin,1758,Linnaeus,20,30
6462,21,PASSERIFORMES,Laniidae,Lanius,sphenocercus,EU,True,1873,Cabanis,1758,Linnaeus,22,30
6463,22,PASSERIFORMES,Laniidae,Lanius,excubitoroides,AF,True,1847,Prévost Des Murs,1758,Linnaeus,19,30
6464,23,PASSERIFORMES,Laniidae,Lanius,cabanisi,AF,True,1906,Hartert,1758,Linnaeus,30,30
6465,24,PASSERIFORMES,Laniidae,Lanius,dorsalis,AF,True,1878,Cabanis,1758,Linnaeus,24,30
6466,25,PASSERIFORMES,Laniidae,Lanius,somalicus,AF,True,1859,Hartlaub Heuglin,1758,Linnaeus,21,30
6467,26,PASSERIFORMES,Laniidae,Lanius,humeralis,AF,True,1814,Stanley,1758,Linnaeus,10,30
6468,27,PASSERIFORMES,Laniidae,Lanius,collaris,AF,True,1766,Linnaeus,1758,Linnaeus,6,30
6469,28,PASSERIFORMES,Laniidae,Lanius,newtoni,AF,True,1891,Barboza du Bocage,1758,Linnaeus,27,30
6470,29,PASSERIFORMES,Laniidae,Lanius,senator,EU,True,1758,Linnaeus,1758,Linnaeus,1,30
6471,30,PASSERIFORMES,Laniidae,Lanius,nubicus,EU,True,1823,Lichtenstein MHK,1758,Linnaeus,12,30
6472,1,PASSERIFORMES,Vireonidae,Cyclarhis,gujanensis,MA SA,False,1789,Gmelin JF,1824,Swainson,1,2
6473,2,PASSERIFORMES,Vireonidae,Cyclarhis,nigrirostris,SA,True,1842,Lafresnaye,1824,Swainson,2,2
6474,1,PASSERIFORMES,Vireonidae,Vireolanius,melitophrys,MA,True,1850,Bonaparte,1850,Bonaparte,2,4
6475,2,PASSERIFORMES,Vireonidae,Vireolanius,pulchellus,MA,True,1859,Sclater PL Salvin,1850,Bonaparte,3,4
6476,3,PASSERIFORMES,Vireonidae,Vireolanius,eximius,MA SA,True,1866,Baird SF,1850,Bonaparte,4,4
6477,4,PASSERIFORMES,Vireonidae,Vireolanius,leucotis,SA,False,1838,Swainson,1850,Bonaparte,1,4
6478,1,PASSERIFORMES,Vireonidae,Vireo,brevipennis,MA,False,1858,Sclater PL,1808,Vieillot,14,33
6479,2,PASSERIFORMES,Vireonidae,Vireo,griseus,NA MA,False,1783,Boddaert,1808,Vieillot,2,33
6480,3,PASSERIFORMES,Vireonidae,Vireo,crassirostris,NA,False,1859,Bryant H,1808,Vieillot,16,33
6481,4,PASSERIFORMES,Vireonidae,Vireo,pallens,MA,True,1863,Salvin,1808,Vieillot,19,33
6482,5,PASSERIFORMES,Vireonidae,Vireo,approximans,MA,True,1884,Ridgway,1808,Vieillot,28,33
6483,6,PASSERIFORMES,Vireonidae,Vireo,bairdi,MA,True,1885,Ridgway,1808,Vieillot,29,33
6484,7,PASSERIFORMES,Vireonidae,Vireo,caribaeus,MA,True,1942,Bond Meyer de Schauensee,1808,Vieillot,32,33
6485,8,PASSERIFORMES,Vireonidae,Vireo,modestus,NA,True,1861,Sclater PL,1808,Vieillot,17,33
6486,9,PASSERIFORMES,Vireonidae,Vireo,gundlachii,NA,True,1850,Lembeye,1808,Vieillot,9,33
6487,10,PASSERIFORMES,Vireonidae,Vireo,latimeri,NA,True,1866,Baird SF,1808,Vieillot,21,33
6488,11,PASSERIFORMES,Vireonidae,Vireo,nanus,NA,False,1875,Lawrence,1808,Vieillot,26,33
6489,12,PASSERIFORMES,Vireonidae,Vireo,bellii,NA MA,True,1844,Audubon,1808,Vieillot,7,33
6490,13,PASSERIFORMES,Vireonidae,Vireo,atricapilla,NA MA,True,1852,Woodhouse,1808,Vieillot,13,33
6491,14,PASSERIFORMES,Vireonidae,Vireo,nelsoni,MA,True,1934,Bond,1808,Vieillot,31,33
6492,15,PASSERIFORMES,Vireonidae,Vireo,vicinior,NA MA,True,1866,Coues,1808,Vieillot,21,33
6493,16,PASSERIFORMES,Vireonidae,Vireo,osburni,NA,False,1861,Sclater PL,1808,Vieillot,17,33
6494,17,PASSERIFORMES,Vireonidae,Vireo,flavifrons,NA,True,1808,Vieillot,1808,Vieillot,3,33
6495,18,PASSERIFORMES,Vireonidae,Vireo,plumbeus,NA MA,True,1866,Coues,1808,Vieillot,21,33
6496,19,PASSERIFORMES,Vireonidae,Vireo,cassinii,NA,True,1858,Xántus de Vésey,1808,Vieillot,14,33
6497,20,PASSERIFORMES,Vireonidae,Vireo,solitarius,NA,False,1810,Wilson A,1808,Vieillot,6,33
6498,21,PASSERIFORMES,Vireonidae,Vireo,carmioli,MA,True,1866,Baird SF,1808,Vieillot,21,33
6499,22,PASSERIFORMES,Vireonidae,Vireo,masteri,SA,True,1996,Salaman Stiles,1808,Vieillot,33,33
6500,23,PASSERIFORMES,Vireonidae,Vireo,sclateri,SA,False,1883,Salvin Godman,1808,Vieillot,27,33
6501,24,PASSERIFORMES,Vireonidae,Vireo,huttoni,NA MA,True,1851,Cassin,1808,Vieillot,10,33
6502,25,PASSERIFORMES,Vireonidae,Vireo,hypochryseus,MA,True,1863,Sclater PL,1808,Vieillot,19,33
6503,26,PASSERIFORMES,Vireonidae,Vireo,gilvus,NA MA,False,1808,Vieillot,1808,Vieillot,3,33
6504,27,PASSERIFORMES,Vireonidae,Vireo,leucophrys,MA SA,False,1844,Lafresnaye,1808,Vieillot,7,33
6505,28,PASSERIFORMES,Vireonidae,Vireo,philadelphicus,NA,False,1851,Cassin,1808,Vieillot,10,33
6506,29,PASSERIFORMES,Vireonidae,Vireo,olivaceus,NA MA SA,False,1766,Linnaeus,1808,Vieillot,1,33
6507,30,PASSERIFORMES,Vireonidae,Vireo,gracilirostris,SA,True,1890,Sharpe,1808,Vieillot,30,33
6508,31,PASSERIFORMES,Vireonidae,Vireo,flavoviridis,MA,False,1851,Cassin,1808,Vieillot,10,33
6509,32,PASSERIFORMES,Vireonidae,Vireo,altiloquus,NA,False,1808,Vieillot,1808,Vieillot,3,33
6510,33,PASSERIFORMES,Vireonidae,Vireo,magister,MA,False,1871,Baird SF,1808,Vieillot,25,33
6511,1,PASSERIFORMES,Vireonidae,Hylophilus,poicilotis,SA,True,1822,Temminck,1822,Temminck,1,14
6512,2,PASSERIFORMES,Vireonidae,Hylophilus,amaurocephalus,SA,False,1835,Nordmann,1822,Temminck,3,14
6513,3,PASSERIFORMES,Vireonidae,Hylophilus,thoracicus,SA,True,1822,Temminck,1822,Temminck,1,14
6514,4,PASSERIFORMES,Vireonidae,Hylophilus,semicinereus,SA,True,1867,Sclater PL Salvin,1822,Temminck,12,14
6515,5,PASSERIFORMES,Vireonidae,Hylophilus,pectoralis,SA,True,1866,Sclater PL,1822,Temminck,10,14
6516,6,PASSERIFORMES,Vireonidae,Hylophilus,brunneiceps,SA,True,1866,Sclater PL,1822,Temminck,10,14
6517,7,PASSERIFORMES,Vireonidae,Hylophilus,semibrunneus,SA,True,1845,Lafresnaye,1822,Temminck,6,14
6518,8,PASSERIFORMES,Vireonidae,Hylophilus,aurantiifrons,SA,True,1861,Lawrence,1822,Temminck,9,14
6519,9,PASSERIFORMES,Vireonidae,Hylophilus,hypoxanthus,SA,True,1868,Pelzeln,1822,Temminck,13,14
6520,10,PASSERIFORMES,Vireonidae,Hylophilus,muscicapinus,SA,True,1873,Sclater PL Salvin,1822,Temminck,14,14
6521,11,PASSERIFORMES,Vireonidae,Hylophilus,flavipes,MA SA,True,1845,Lafresnaye,1822,Temminck,6,14
6522,12,PASSERIFORMES,Vireonidae,Hylophilus,olivaceus,SA,True,1844,Tschudi,1822,Temminck,5,14
6523,13,PASSERIFORMES,Vireonidae,Hylophilus,ochraceiceps,MA SA,True,1860,Sclater PL,1822,Temminck,8,14
6524,14,PASSERIFORMES,Vireonidae,Hylophilus,decurtatus,MA SA,False,1838,Bonaparte,1822,Temminck,4,14
6525,1,PASSERIFORMES,Vireonidae,Erpornis,zantholeuca,OR,True,1844,Blyth,1844,Blyth,1,1
6526,1,PASSERIFORMES,Vireonidae,Pteruthius,rufiventer,OR,True,1842,Blyth,1832,Swainson,3,9
6527,2,PASSERIFORMES,Vireonidae,Pteruthius,flaviscapis,OR,False,1836,Temminck,1832,Swainson,1,9
6528,3,PASSERIFORMES,Vireonidae,Pteruthius,ripleyi,OR,True,1960,Biswas,1832,Swainson,9,9
6529,4,PASSERIFORMES,Vireonidae,Pteruthius,aeralatus,OR,True,1855,Blyth,1832,Swainson,6,9
6530,5,PASSERIFORMES,Vireonidae,Pteruthius,annamensis,OR,True,1919,Robinson Kloss,1832,Swainson,8,9
6531,6,PASSERIFORMES,Vireonidae,Pteruthius,xanthochlorus,OR,True,1847,Gray JE Gray GR,1832,Swainson,4,9
6532,7,PASSERIFORMES,Vireonidae,Pteruthius,melanotis,OR,True,1847,Hodgson,1832,Swainson,4,9
6533,8,PASSERIFORMES,Vireonidae,Pteruthius,aenobarbus,OR,False,1836,Temminck,1832,Swainson,1,9
6534,9,PASSERIFORMES,Vireonidae,Pteruthius,intermedius,OR,False,1877,Hume,1832,Swainson,7,9
6535,1,PASSERIFORMES,Oriolidae,Turnagra,tanagra,AU,False,1866,Schlegel,1837,Lesson R,2,2
6536,2,PASSERIFORMES,Oriolidae,Turnagra,capensis,AU,False,1787,Sparrman,1837,Lesson R,1,2
6537,1,PASSERIFORMES,Oriolidae,Sphecotheres,viridis,AU,True,1816,Vieillot,1816,Vieillot,1,3
6538,2,PASSERIFORMES,Oriolidae,Sphecotheres,hypoleucus,AU,True,1898,Finsch,1816,Vieillot,3,3
6539,3,PASSERIFORMES,Oriolidae,Sphecotheres,vieilloti,AU,True,1827,Vigors Horsfield,1816,Vieillot,2,3
6540,1,PASSERIFORMES,Oriolidae,Pitohui,kirhocephalus,AU,False,1827,Lesson R Garnot,1831,Lesson R,1,4
6541,2,PASSERIFORMES,Oriolidae,Pitohui,cerviniventris,AU,False,1862,Gray GR,1831,Lesson R,3,4
6542,3,PASSERIFORMES,Oriolidae,Pitohui,uropygialis,AU,False,1862,Gray GR,1831,Lesson R,3,4
6543,4,PASSERIFORMES,Oriolidae,Pitohui,dichrous,AU,False,1850,Bonaparte,1831,Lesson R,2,4
6544,1,PASSERIFORMES,Oriolidae,Oriolus,szalayi,AU,False,1900,Madarász,1766,Linnaeus,27,29
6545,2,PASSERIFORMES,Oriolidae,Oriolus,phaeochromus,AU,True,1861,Gray GR,1766,Linnaeus,20,29
6546,3,PASSERIFORMES,Oriolidae,Oriolus,forsteni,AU,False,1850,Bonaparte,1766,Linnaeus,16,29
6547,4,PASSERIFORMES,Oriolidae,Oriolus,bouroensis,AU,False,1832,Quoy Gaimard,1766,Linnaeus,11,29
6548,5,PASSERIFORMES,Oriolidae,Oriolus,decipiens,AU,False,1883,Sclater PL,1766,Linnaeus,22,29
6549,6,PASSERIFORMES,Oriolidae,Oriolus,melanotis,AU,False,1850,Bonaparte,1766,Linnaeus,16,29
6550,7,PASSERIFORMES,Oriolidae,Oriolus,sagittatus,AU,False,1801,Latham,1766,Linnaeus,5,29
6551,8,PASSERIFORMES,Oriolidae,Oriolus,flavocinctus,AU,False,1826,King PP,1766,Linnaeus,9,29
6552,9,PASSERIFORMES,Oriolidae,Oriolus,xanthonotus,OR,True,1821,Horsfield,1766,Linnaeus,7,29
6553,10,PASSERIFORMES,Oriolidae,Oriolus,steerii,OR,True,1877,Sharpe,1766,Linnaeus,21,29
6554,11,PASSERIFORMES,Oriolidae,Oriolus,albiloris,OR,True,1894,Ogilvie-Grant,1766,Linnaeus,24,29
6555,12,PASSERIFORMES,Oriolidae,Oriolus,isabellae,OR,True,1894,Ogilvie-Grant,1766,Linnaeus,24,29
6556,13,PASSERIFORMES,Oriolidae,Oriolus,oriolus,EU,False,1758,Linnaeus,1766,Linnaeus,1,29
6557,14,PASSERIFORMES,Oriolidae,Oriolus,kundoo,EU,True,1832,Sykes,1766,Linnaeus,11,29
6558,15,PASSERIFORMES,Oriolidae,Oriolus,auratus,AF,True,1817,Vieillot,1766,Linnaeus,6,29
6559,16,PASSERIFORMES,Oriolidae,Oriolus,tenuirostris,OR,True,1846,Blyth,1766,Linnaeus,15,29
6560,17,PASSERIFORMES,Oriolidae,Oriolus,chinensis,OR,True,1766,Linnaeus,1766,Linnaeus,3,29
6561,18,PASSERIFORMES,Oriolidae,Oriolus,chlorocephalus,AF,True,1896,Shelley,1766,Linnaeus,26,29
6562,19,PASSERIFORMES,Oriolidae,Oriolus,crassirostris,AF,True,1857,Hartlaub,1766,Linnaeus,19,29
6563,20,PASSERIFORMES,Oriolidae,Oriolus,brachyrynchus,AF,True,1837,Swainson,1766,Linnaeus,14,29
6564,21,PASSERIFORMES,Oriolidae,Oriolus,monacha,AF,False,1789,Gmelin JF,1766,Linnaeus,4,29
6565,22,PASSERIFORMES,Oriolidae,Oriolus,percivali,AF,True,1903,Ogilvie-Grant,1766,Linnaeus,28,29
6566,23,PASSERIFORMES,Oriolidae,Oriolus,larvatus,AF,True,1823,Lichtenstein MHK,1766,Linnaeus,8,29
6567,24,PASSERIFORMES,Oriolidae,Oriolus,nigripennis,AF,True,1855,Verreaux J Verreaux E,1766,Linnaeus,18,29
6568,25,PASSERIFORMES,Oriolidae,Oriolus,xanthornus,OR,False,1758,Linnaeus,1766,Linnaeus,1,29
6569,26,PASSERIFORMES,Oriolidae,Oriolus,hosii,OR,True,1892,Sharpe,1766,Linnaeus,23,29
6570,27,PASSERIFORMES,Oriolidae,Oriolus,cruentus,OR,False,1827,Wagler,1766,Linnaeus,10,29
6571,28,PASSERIFORMES,Oriolidae,Oriolus,traillii,OR,False,1832,Vigors,1766,Linnaeus,11,29
6572,29,PASSERIFORMES,Oriolidae,Oriolus,mellianus,OR,True,1922,Stresemann,1766,Linnaeus,29,29
6573,1,PASSERIFORMES,Dicruridae,Dicrurus,ludwigii,AF,False,1834,Smith A,1816,Vieillot,13,25
6574,2,PASSERIFORMES,Dicruridae,Dicrurus,atripennis,AF,True,1837,Swainson,1816,Vieillot,15,25
6575,3,PASSERIFORMES,Dicruridae,Dicrurus,adsimilis,AF,False,1794,Bechstein,1816,Vieillot,6,25
6576,4,PASSERIFORMES,Dicruridae,Dicrurus,modestus,AF,True,1849,Hartlaub,1816,Vieillot,17,25
6577,5,PASSERIFORMES,Dicruridae,Dicrurus,fuscipennis,AF,False,1887,Milne-Edwards Oustalet,1816,Vieillot,22,25
6578,6,PASSERIFORMES,Dicruridae,Dicrurus,aldabranus,AF,False,1893,Ridgway,1816,Vieillot,23,25
6579,7,PASSERIFORMES,Dicruridae,Dicrurus,forficatus,AF,False,1766,Linnaeus,1816,Vieillot,2,25
6580,8,PASSERIFORMES,Dicruridae,Dicrurus,waldenii,AF,True,1865,Schlegel,1816,Vieillot,19,25
6581,9,PASSERIFORMES,Dicruridae,Dicrurus,macrocercus,OR,True,1817,Vieillot,1816,Vieillot,7,25
6582,10,PASSERIFORMES,Dicruridae,Dicrurus,leucophaeus,OR,True,1817,Vieillot,1816,Vieillot,7,25
6583,11,PASSERIFORMES,Dicruridae,Dicrurus,caerulescens,OR,False,1758,Linnaeus,1816,Vieillot,1,25
6584,12,PASSERIFORMES,Dicruridae,Dicrurus,annectens,OR,False,1836,Hodgson,1816,Vieillot,14,25
6585,13,PASSERIFORMES,Dicruridae,Dicrurus,aeneus,OR,True,1817,Vieillot,1816,Vieillot,7,25
6586,14,PASSERIFORMES,Dicruridae,Dicrurus,remifer,OR,False,1823,Temminck,1816,Vieillot,11,25
6587,15,PASSERIFORMES,Dicruridae,Dicrurus,balicassius,OR,False,1766,Linnaeus,1816,Vieillot,2,25
6588,16,PASSERIFORMES,Dicruridae,Dicrurus,hottentottus,OR,False,1766,Linnaeus,1816,Vieillot,2,25
6589,17,PASSERIFORMES,Dicruridae,Dicrurus,menagei,OR,False,1894,Bourns Worcester,1816,Vieillot,24,25
6590,18,PASSERIFORMES,Dicruridae,Dicrurus,sumatranus,OR,True,1880,Ramsay RGW,1816,Vieillot,21,25
6591,19,PASSERIFORMES,Dicruridae,Dicrurus,densus,OR,False,1850,Bonaparte,1816,Vieillot,18,25
6592,20,PASSERIFORMES,Dicruridae,Dicrurus,montanus,AU,False,1919,Riley,1816,Vieillot,25,25
6593,21,PASSERIFORMES,Dicruridae,Dicrurus,bracteatus,AU,True,1843,Gould,1816,Vieillot,16,25
6594,22,PASSERIFORMES,Dicruridae,Dicrurus,megarhynchus,AU,False,1832,Quoy Gaimard,1816,Vieillot,12,25
6595,23,PASSERIFORMES,Dicruridae,Dicrurus,andamanensis,OR,True,1867,Beavan,1816,Vieillot,20,25
6596,24,PASSERIFORMES,Dicruridae,Dicrurus,paradiseus,OR,False,1766,Linnaeus,1816,Vieillot,2,25
6597,25,PASSERIFORMES,Dicruridae,Dicrurus,lophorinus,OR,True,1817,Vieillot,1816,Vieillot,7,25
6598,1,PASSERIFORMES,Rhipiduridae,Rhipidura,superciliaris,OR,False,1877,Sharpe,1827,Vigors Horsfield,30,48
6599,2,PASSERIFORMES,Rhipiduridae,Rhipidura,samarensis,OR,False,1890,Steere,1827,Vigors Horsfield,38,48
6600,3,PASSERIFORMES,Rhipiduridae,Rhipidura,cyaniceps,OR,False,1855,Cassin,1827,Vigors Horsfield,17,48
6601,4,PASSERIFORMES,Rhipiduridae,Rhipidura,sauli,OR,True,1894,Bourns Worcester,1827,Vigors Horsfield,40,48
6602,5,PASSERIFORMES,Rhipiduridae,Rhipidura,albiventris,OR,False,1877,Sharpe,1827,Vigors Horsfield,30,48
6603,6,PASSERIFORMES,Rhipiduridae,Rhipidura,albicollis,OR,False,1818,Vieillot,1827,Vigors Horsfield,5,48
6604,7,PASSERIFORMES,Rhipiduridae,Rhipidura,albogularis,OR,False,1831,Lesson R,1827,Vigors Horsfield,7,48
6605,8,PASSERIFORMES,Rhipiduridae,Rhipidura,euryura,OR,True,1843,Müller S,1827,Vigors Horsfield,11,48
6606,9,PASSERIFORMES,Rhipiduridae,Rhipidura,aureola,OR,True,1831,Lesson R,1827,Vigors Horsfield,7,48
6607,10,PASSERIFORMES,Rhipiduridae,Rhipidura,javanica,OR,False,1788,Sparrman,1827,Vigors Horsfield,2,48
6608,11,PASSERIFORMES,Rhipiduridae,Rhipidura,nigritorquis,OR,True,1831,Vigors,1827,Vigors Horsfield,7,48
6609,12,PASSERIFORMES,Rhipiduridae,Rhipidura,perlata,OR,True,1843,Müller S,1827,Vigors Horsfield,11,48
6610,13,PASSERIFORMES,Rhipiduridae,Rhipidura,leucophrys,AU,False,1801,Latham,1827,Vigors Horsfield,3,48
6611,14,PASSERIFORMES,Rhipiduridae,Rhipidura,diluta,AU,True,1864,Wallace,1827,Vigors Horsfield,20,48
6612,15,PASSERIFORMES,Rhipiduridae,Rhipidura,fuscorufa,AU,True,1883,Sclater PL,1827,Vigors Horsfield,35,48
6613,16,PASSERIFORMES,Rhipiduridae,Rhipidura,rufiventris,AU,False,1818,Vieillot,1827,Vigors Horsfield,5,48
6614,17,PASSERIFORMES,Rhipiduridae,Rhipidura,cockerelli,AU,False,1879,Ramsay EP,1827,Vigors Horsfield,33,48
6615,18,PASSERIFORMES,Rhipiduridae,Rhipidura,threnothorax,AU,True,1843,Müller S,1827,Vigors Horsfield,11,48
6616,19,PASSERIFORMES,Rhipiduridae,Rhipidura,maculipectus,AU,True,1858,Gray GR,1827,Vigors Horsfield,18,48
6617,20,PASSERIFORMES,Rhipiduridae,Rhipidura,leucothorax,AU,True,1874,Salvadori,1827,Vigors Horsfield,24,48
6618,21,PASSERIFORMES,Rhipiduridae,Rhipidura,atra,AU,True,1876,Salvadori,1827,Vigors Horsfield,28,48
6619,22,PASSERIFORMES,Rhipiduridae,Rhipidura,hyperythra,AU,True,1858,Gray GR,1827,Vigors Horsfield,18,48
6620,23,PASSERIFORMES,Rhipiduridae,Rhipidura,albolimbata,AU,True,1874,Salvadori,1827,Vigors Horsfield,24,48
6621,24,PASSERIFORMES,Rhipiduridae,Rhipidura,albiscapa,AU,True,1840,Gould,1827,Vigors Horsfield,10,48
6622,25,PASSERIFORMES,Rhipiduridae,Rhipidura,fuliginosa,AU,False,1787,Sparrman,1827,Vigors Horsfield,1,48
6623,26,PASSERIFORMES,Rhipiduridae,Rhipidura,phasiana,AU,True,1885,De Vis,1827,Vigors Horsfield,37,48
6624,27,PASSERIFORMES,Rhipiduridae,Rhipidura,drownei,AU,True,1931,Mayr,1827,Vigors Horsfield,46,48
6625,28,PASSERIFORMES,Rhipiduridae,Rhipidura,tenebrosa,AU,True,1882,Ramsay EP,1827,Vigors Horsfield,34,48
6626,29,PASSERIFORMES,Rhipiduridae,Rhipidura,rennelliana,AU,True,1931,Mayr,1827,Vigors Horsfield,46,48
6627,30,PASSERIFORMES,Rhipiduridae,Rhipidura,verreauxi,PO,True,1870,Marie,1827,Vigors Horsfield,22,48
6628,31,PASSERIFORMES,Rhipiduridae,Rhipidura,personata,PO,True,1875,Ramsay EP,1827,Vigors Horsfield,27,48
6629,32,PASSERIFORMES,Rhipiduridae,Rhipidura,nebulosa,PO,True,1849,Peale,1827,Vigors Horsfield,16,48
6630,33,PASSERIFORMES,Rhipiduridae,Rhipidura,phoenicura,OR,True,1843,Müller S,1827,Vigors Horsfield,11,48
6631,34,PASSERIFORMES,Rhipiduridae,Rhipidura,nigrocinnamomea,OR,True,1903,Hartert,1827,Vigors Horsfield,44,48
6632,35,PASSERIFORMES,Rhipiduridae,Rhipidura,brachyrhyncha,AU,True,1871,Schlegel,1827,Vigors Horsfield,23,48
6633,36,PASSERIFORMES,Rhipiduridae,Rhipidura,lepida,PO,True,1868,Hartlaub Finsch,1827,Vigors Horsfield,21,48
6634,37,PASSERIFORMES,Rhipiduridae,Rhipidura,dedemi,AU,True,1911,van Oort,1827,Vigors Horsfield,45,48
6635,38,PASSERIFORMES,Rhipiduridae,Rhipidura,superflua,AU,True,1899,Hartert,1827,Vigors Horsfield,42,48
6636,39,PASSERIFORMES,Rhipiduridae,Rhipidura,teysmanni,AU,True,1892,Büttikofer,1827,Vigors Horsfield,39,48
6637,40,PASSERIFORMES,Rhipiduridae,Rhipidura,opistherythra,AU,True,1883,Sclater PL,1827,Vigors Horsfield,35,48
6638,41,PASSERIFORMES,Rhipiduridae,Rhipidura,rufidorsa,AU,True,1874,Meyer AB,1827,Vigors Horsfield,24,48
6639,42,PASSERIFORMES,Rhipiduridae,Rhipidura,dahli,AU,True,1897,Reichenow,1827,Vigors Horsfield,41,48
6640,43,PASSERIFORMES,Rhipiduridae,Rhipidura,matthiae,AU,True,1902,Heinroth,1827,Vigors Horsfield,43,48
6641,44,PASSERIFORMES,Rhipiduridae,Rhipidura,malaitae,AU,True,1931,Mayr,1827,Vigors Horsfield,46,48
6642,45,PASSERIFORMES,Rhipiduridae,Rhipidura,semirubra,AU,True,1877,Sclater PL,1827,Vigors Horsfield,30,48
6643,46,PASSERIFORMES,Rhipiduridae,Rhipidura,rufifrons,AU,False,1801,Latham,1827,Vigors Horsfield,3,48
6644,47,PASSERIFORMES,Rhipiduridae,Rhipidura,kubaryi,PO,True,1876,Finsch,1827,Vigors Horsfield,28,48
6645,48,PASSERIFORMES,Rhipiduridae,Rhipidura,dryas,AU,True,1843,Gould,1827,Vigors Horsfield,11,48
6646,1,PASSERIFORMES,Rhipiduridae,Lamprolia,victoriae,PO,True,1874,Finsch,1874,Finsch,1,2
6647,2,PASSERIFORMES,Rhipiduridae,Lamprolia,klinesmithi,PO,True,1876,Ramsay EP,1874,Finsch,2,2
6648,1,PASSERIFORMES,Rhipiduridae,Chaetorhynchus,papuensis,AU,True,1874,Meyer AB,1874,Meyer AB,1,1
6649,1,PASSERIFORMES,Monarchidae,Hypothymis,azurea,OR,False,1783,Boddaert,1826,Boie F,1,4
6650,2,PASSERIFORMES,Monarchidae,Hypothymis,puella,OR,False,1863,Wallace,1826,Boie F,2,4
6651,3,PASSERIFORMES,Monarchidae,Hypothymis,helenae,OR,False,1890,Steere,1826,Boie F,4,4
6652,4,PASSERIFORMES,Monarchidae,Hypothymis,coelestis,OR,True,1877,Tweeddale,1826,Boie F,3,4
6653,1,PASSERIFORMES,Monarchidae,Eutrichomyias,rowleyi,AU,False,1878,Meyer AB,1939,Meise,1,1
6654,1,PASSERIFORMES,Monarchidae,Trochocercus,cyanomelas,AF,False,1818,Vieillot,1850,Cabanis,1,2
6655,2,PASSERIFORMES,Monarchidae,Trochocercus,nitens,AF,True,1859,Cassin,1850,Cabanis,2,2
6656,1,PASSERIFORMES,Monarchidae,Terpsiphone,bedfordi,AF,False,1907,Ogilvie-Grant,1827,Gloger,15,16
6657,2,PASSERIFORMES,Monarchidae,Terpsiphone,rufocinerea,AF,True,1875,Cabanis,1827,Gloger,12,16
6658,3,PASSERIFORMES,Monarchidae,Terpsiphone,rufiventer,AF,False,1837,Swainson,1827,Gloger,5,16
6659,4,PASSERIFORMES,Monarchidae,Terpsiphone,smithii,AF,False,1843,Fraser,1827,Gloger,8,16
6660,5,PASSERIFORMES,Monarchidae,Terpsiphone,batesi,AF,True,1921,Chapin,1827,Gloger,16,16
6661,6,PASSERIFORMES,Monarchidae,Terpsiphone,viridis,AF,False,1776,Statius Müller PL,1827,Gloger,3,16
