,Rank,Order,Family,Genus,Species,BreedRegion,OrigG,SDate,SAuthors,GDate,GAuthors,DateRank,SpG
2687,21,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,pectoralis,AF,True,1816,Cuvier,1758,Linnaeus,5,39
2688,22,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,poliocephalus,AF,True,1840,Rüppell,1758,Linnaeus,15,39
2689,23,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,asiaticus,OR,True,1790,Latham,1758,Linnaeus,2,39
2690,24,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,madagascariensis,AF,True,1840,Sganzin,1758,Linnaeus,15,39
2691,25,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,natalensis,AF,True,1845,Smith A,1758,Linnaeus,18,39
2692,26,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,solala,AF,True,1995,Safford Ash Duckworth Telfer Zewdie,1758,Linnaeus,38,39
2693,27,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,inornatus,AF,True,1869,Heuglin,1758,Linnaeus,24,39
2694,28,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,stellatus,AF,True,1899,Blundell Lovat,1758,Linnaeus,34,39
2695,29,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,affinis,OR,True,1821,Horsfield,1758,Linnaeus,7,39
2696,30,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,tristigma,AF,True,1840,Rüppell,1758,Linnaeus,15,39
2697,31,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,concretus,OR,True,1850,Bonaparte,1758,Linnaeus,22,39
2698,32,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,pulchellus,OR,True,1879,Salvadori,1758,Linnaeus,28,39
2699,33,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,prigoginei,AF,True,1990,Louette,1758,Linnaeus,37,39
2700,34,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,batesi,AF,True,1906,Sharpe,1758,Linnaeus,35,39
2701,35,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,climacurus,AF,True,1824,Vieillot,1758,Linnaeus,11,39
2702,36,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,clarus,AF,True,1892,Reichenow,1758,Linnaeus,30,39
2703,37,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,fossii,AF,True,1857,Hartlaub,1758,Linnaeus,23,39
2704,38,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,longipennis,AF,True,1796,Shaw,1758,Linnaeus,4,39
2705,39,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,vexillarius,AF,False,1838,Gould,1758,Linnaeus,14,39
2706,1,APODIFORMES,Aegothelidae,Aegotheles,insignis,AU,True,1876,Salvadori,1827,Vigors Horsfield,6,9
2707,2,APODIFORMES,Aegothelidae,Aegotheles,tatei,AU,True,1941,Rand,1827,Vigors Horsfield,9,9
2708,3,APODIFORMES,Aegothelidae,Aegotheles,crinifrons,AU,False,1850,Bonaparte,1827,Vigors Horsfield,2,9
2709,4,APODIFORMES,Aegothelidae,Aegotheles,wallacii,AU,True,1859,Gray GR,1827,Vigors Horsfield,3,9
2710,5,APODIFORMES,Aegothelidae,Aegotheles,albertisi,AU,True,1874,Sclater PL,1827,Vigors Horsfield,4,9
2711,6,APODIFORMES,Aegothelidae,Aegotheles,savesi,AU,True,1881,Layard EL Layard ELC,1827,Vigors Horsfield,8,9
2712,7,APODIFORMES,Aegothelidae,Aegotheles,bennettii,AU,True,1875,Salvadori D'Albertis,1827,Vigors Horsfield,5,9
2713,8,APODIFORMES,Aegothelidae,Aegotheles,affinis,AU,True,1876,Salvadori,1827,Vigors Horsfield,6,9
2714,9,APODIFORMES,Aegothelidae,Aegotheles,cristatus,AU,False,1790,Shaw,1827,Vigors Horsfield,1,9
2715,1,APODIFORMES,Hemiprocnidae,Hemiprocne,coronata,OR,False,1833,Tickell,1829,Nitzsch,4,4
2716,2,APODIFORMES,Hemiprocnidae,Hemiprocne,longipennis,OR AU,False,1802,Rafinesque,1829,Nitzsch,1,4
2717,3,APODIFORMES,Hemiprocnidae,Hemiprocne,comata,OR,False,1824,Temminck,1829,Nitzsch,2,4
2718,4,APODIFORMES,Hemiprocnidae,Hemiprocne,mystacea,AU,False,1827,Lesson R Garnot,1829,Nitzsch,3,4
2719,1,APODIFORMES,Apodidae,Cypseloides,cherriei,MA SA,True,1893,Ridgway,1848,Streubel,4,8
2720,2,APODIFORMES,Apodidae,Cypseloides,cryptus,MA SA,True,1945,Zimmer JT,1848,Streubel,5,8
2721,3,APODIFORMES,Apodidae,Cypseloides,storeri,MA,True,1992,Navarro Peterson Escalante Benitez,1848,Streubel,8,8
2722,4,APODIFORMES,Apodidae,Cypseloides,fumigatus,SA,False,1848,Streubel,1848,Streubel,3,8
2723,5,APODIFORMES,Apodidae,Cypseloides,rothschildi,SA,True,1945,Zimmer JT,1848,Streubel,5,8
2724,6,APODIFORMES,Apodidae,Cypseloides,niger,NA MA,False,1789,Gmelin JF,1848,Streubel,1,8
2725,7,APODIFORMES,Apodidae,Cypseloides,lemosi,SA,True,1962,Eisenmann Lehmann,1848,Streubel,7,8
2726,8,APODIFORMES,Apodidae,Cypseloides,senex,SA,False,1826,Temminck,1848,Streubel,2,8
2727,1,APODIFORMES,Apodidae,Streptoprocne,phelpsi,SA,False,1972,Collins,1906,Oberholser,5,5
2728,2,APODIFORMES,Apodidae,Streptoprocne,rutila,MA SA,False,1817,Vieillot,1906,Oberholser,2,5
2729,3,APODIFORMES,Apodidae,Streptoprocne,zonaris,MA SA,False,1796,Shaw,1906,Oberholser,1,5
2730,4,APODIFORMES,Apodidae,Streptoprocne,biscutata,SA,False,1866,Sclater PL,1906,Oberholser,4,5
2731,5,APODIFORMES,Apodidae,Streptoprocne,semicollaris,MA,False,1859,DeSaussure,1906,Oberholser,3,5
2732,1,APODIFORMES,Apodidae,Hydrochous,gigas,OR,False,1901,Hartert Butler AL,1970,Brooke,1,1
2733,1,APODIFORMES,Apodidae,Collocalia,affinis,OR,True,1867,Beavan,1840,Gray GR,6,11
2734,2,APODIFORMES,Apodidae,Collocalia,marginata,OR,True,1882,Salvadori,1840,Gray GR,7,11
2735,3,APODIFORMES,Apodidae,Collocalia,isonota,OR,True,1906,Oberholser,1840,Gray GR,10,11
2736,4,APODIFORMES,Apodidae,Collocalia,sumbawae,OR,True,1925,Stresemann,1840,Gray GR,11,11
2737,5,APODIFORMES,Apodidae,Collocalia,neglecta,OR,True,1866,Gray GR,1840,Gray GR,4,11
2738,6,APODIFORMES,Apodidae,Collocalia,esculenta,OR AU,False,1758,Linnaeus,1840,Gray GR,1,11
2739,7,APODIFORMES,Apodidae,Collocalia,uropygialis,AU,True,1866,Gray GR,1840,Gray GR,4,11
2740,8,APODIFORMES,Apodidae,Collocalia,dodgei,OR,True,1905,Richmond,1840,Gray GR,9,11
2741,9,APODIFORMES,Apodidae,Collocalia,linchi,OR,True,1854,Horsfield Moore F,1840,Gray GR,3,11
2742,10,APODIFORMES,Apodidae,Collocalia,natalis,IO,True,1889,Lister,1840,Gray GR,8,11
2743,11,APODIFORMES,Apodidae,Collocalia,troglodytes,OR,True,1845,Gray GR,1840,Gray GR,2,11
2744,1,APODIFORMES,Apodidae,Aerodramus,elaphrus,IO,False,1906,Oberholser,1906,Oberholser,15,28
2745,2,APODIFORMES,Apodidae,Aerodramus,francicus,IO,False,1789,Gmelin JF,1906,Oberholser,1,28
2746,3,APODIFORMES,Apodidae,Aerodramus,unicolor,OR,False,1840,Jerdon,1906,Oberholser,4,28
2747,4,APODIFORMES,Apodidae,Aerodramus,mearnsi,OR,False,1912,Oberholser,1906,Oberholser,20,28
2748,5,APODIFORMES,Apodidae,Aerodramus,infuscatus,AU,False,1880,Salvadori,1906,Oberholser,13,28
2749,6,APODIFORMES,Apodidae,Aerodramus,sororum,AU,False,1931,Stresemann,1906,Oberholser,23,28
2750,7,APODIFORMES,Apodidae,Aerodramus,ceramensis,AU,False,1911,van Oort,1906,Oberholser,19,28
2751,8,APODIFORMES,Apodidae,Aerodramus,hirundinaceus,AU,False,1914,Stresemann,1906,Oberholser,21,28
2752,9,APODIFORMES,Apodidae,Aerodramus,spodiopygius,AU,False,1849,Peale,1906,Oberholser,7,28
2753,10,APODIFORMES,Apodidae,Aerodramus,terraereginae,AU,False,1875,Ramsay EP,1906,Oberholser,10,28
2754,11,APODIFORMES,Apodidae,Aerodramus,brevirostris,OR,False,1840,Horsfield,1906,Oberholser,4,28
2755,12,APODIFORMES,Apodidae,Aerodramus,vulcanorum,OR,False,1926,Stresemann,1906,Oberholser,22,28
2756,13,APODIFORMES,Apodidae,Aerodramus,whiteheadi,OR,False,1895,Ogilvie-Grant,1906,Oberholser,14,28
2757,14,APODIFORMES,Apodidae,Aerodramus,nuditarsus,AU,False,1962,Salomonsen,1906,Oberholser,27,28
2758,15,APODIFORMES,Apodidae,Aerodramus,orientalis,AU,False,1935,Mayr,1906,Oberholser,24,28
2759,16,APODIFORMES,Apodidae,Aerodramus,salangana,OR,False,1848,Streubel,1906,Oberholser,6,28
2760,17,APODIFORMES,Apodidae,Aerodramus,vanikorensis,AU,False,1832,Quoy Gaimard,1906,Oberholser,3,28
2761,18,APODIFORMES,Apodidae,Aerodramus,amelis,OR,False,1906,Oberholser,1906,Oberholser,15,28
2762,19,APODIFORMES,Apodidae,Aerodramus,pelewensis,PO,False,1935,Mayr,1906,Oberholser,24,28
2763,20,APODIFORMES,Apodidae,Aerodramus,bartschi,PO,False,1909,Mearns,1906,Oberholser,18,28
2764,21,APODIFORMES,Apodidae,Aerodramus,inquietus,PO,False,1858,Kittlitz,1906,Oberholser,9,28
2765,22,APODIFORMES,Apodidae,Aerodramus,leucophaeus,PO,False,1849,Peale,1906,Oberholser,7,28
2766,23,APODIFORMES,Apodidae,Aerodramus,sawtelli,PO,False,1974,Holyoak,1906,Oberholser,28,28
2767,24,APODIFORMES,Apodidae,Aerodramus,ocistus,PO,False,1906,Oberholser,1906,Oberholser,15,28
2768,25,APODIFORMES,Apodidae,Aerodramus,maximus,OR,False,1878,Hume,1906,Oberholser,12,28
2769,26,APODIFORMES,Apodidae,Aerodramus,fuciphagus,OR AU,False,1812,Thunberg,1906,Oberholser,2,28
2770,27,APODIFORMES,Apodidae,Aerodramus,germani,OR,False,1876,Oustalet,1906,Oberholser,11,28
2771,28,APODIFORMES,Apodidae,Aerodramus,papuensis,AU,False,1941,Rand,1906,Oberholser,26,28
2772,1,APODIFORMES,Apodidae,Schoutedenapus,myoptilus,AF,False,1888,Salvadori,1968,De Roo,1,2
2773,2,APODIFORMES,Apodidae,Schoutedenapus,schoutedeni,AF,False,1960,Prigogine,1968,De Roo,2,2
2774,1,APODIFORMES,Apodidae,Mearnsia,picina,OR,False,1879,Tweeddale,1911,Ridgway,1,2
2775,2,APODIFORMES,Apodidae,Mearnsia,novaeguineae,AU,False,1879,D'Albertis Salvadori,1911,Ridgway,1,2
2776,1,APODIFORMES,Apodidae,Zoonavena,grandidieri,AF,False,1867,Verreaux J,1918,Mathews,2,3
2777,2,APODIFORMES,Apodidae,Zoonavena,thomensis,AF,False,1900,Hartert,1918,Mathews,3,3
2778,3,APODIFORMES,Apodidae,Zoonavena,sylvatica,OR,False,1846,Tickell,1918,Mathews,1,3
2779,1,APODIFORMES,Apodidae,Telacanthura,ussheri,AF,False,1870,Sharpe,1918,Mathews,1,2
2780,2,APODIFORMES,Apodidae,Telacanthura,melanopygia,AF,False,1915,Chapin,1918,Mathews,2,2
2781,1,APODIFORMES,Apodidae,Rhaphidura,leucopygialis,OR,False,1849,Blyth,1883,Oates,2,2
2782,2,APODIFORMES,Apodidae,Rhaphidura,sabini,AF,False,1829,Gray JE,1883,Oates,1,2
2783,1,APODIFORMES,Apodidae,Neafrapus,cassini,AF,False,1863,Sclater PL,1918,Mathews,1,2
2784,2,APODIFORMES,Apodidae,Neafrapus,boehmi,AF,False,1882,Schalow,1918,Mathews,2,2
2785,1,APODIFORMES,Apodidae,Hirundapus,caudacutus,EU,False,1801,Latham,1837,Hodgson,1,4
2786,2,APODIFORMES,Apodidae,Hirundapus,cochinchinensis,OR,False,1878,Oustalet,1837,Hodgson,4,4
2787,3,APODIFORMES,Apodidae,Hirundapus,giganteus,OR,False,1825,Temminck,1837,Hodgson,2,4
2788,4,APODIFORMES,Apodidae,Hirundapus,celebensis,OR AU,False,1866,Sclater PL,1837,Hodgson,3,4
2789,1,APODIFORMES,Apodidae,Chaetura,martinica,NA,False,1783,Hermann,1826,Stephens,2,11
2790,2,APODIFORMES,Apodidae,Chaetura,spinicaudus,MA SA,False,1839,Temminck,1826,Stephens,3,11
2791,3,APODIFORMES,Apodidae,Chaetura,fumosa,MA SA,True,1870,Salvin,1826,Stephens,7,11
2792,4,APODIFORMES,Apodidae,Chaetura,egregia,SA,True,1916,Todd,1826,Stephens,10,11
2793,5,APODIFORMES,Apodidae,Chaetura,cinereiventris,MA SA,True,1862,Sclater PL,1826,Stephens,6,11
2794,6,APODIFORMES,Apodidae,Chaetura,vauxi,NA MA SA,False,1839,Townsend JK,1826,Stephens,3,11
2795,7,APODIFORMES,Apodidae,Chaetura,meridionalis,SA,True,1907,Hellmayr,1826,Stephens,8,11
2796,8,APODIFORMES,Apodidae,Chaetura,pelagica,NA,False,1758,Linnaeus,1826,Stephens,1,11
2797,9,APODIFORMES,Apodidae,Chaetura,chapmani,MA SA,True,1907,Hellmayr,1826,Stephens,8,11
2798,10,APODIFORMES,Apodidae,Chaetura,viridipennis,SA,True,1916,Cherrie,1826,Stephens,10,11
2799,11,APODIFORMES,Apodidae,Chaetura,brachyura,MA SA,False,1846,Jardine,1826,Stephens,5,11
2800,1,APODIFORMES,Apodidae,Aeronautes,saxatalis,NA MA,False,1853,Woodhouse,1892,Hartert,3,3
2801,2,APODIFORMES,Apodidae,Aeronautes,montivagus,SA,False,1837,d'Orbigny Lafresnaye,1892,Hartert,1,3
2802,3,APODIFORMES,Apodidae,Aeronautes,andecolus,SA,False,1837,d'Orbigny Lafresnaye,1892,Hartert,1,3
2803,1,APODIFORMES,Apodidae,Tachornis,phoenicobia,NA,True,1847,Gosse,1847,Gosse,1,3
2804,2,APODIFORMES,Apodidae,Tachornis,furcata,SA,False,1928,Sutton,1847,Gosse,3,3
2805,3,APODIFORMES,Apodidae,Tachornis,squamata,SA,False,1853,Cassin,1847,Gosse,2,3
2806,1,APODIFORMES,Apodidae,Panyptila,sanctihieronymi,MA,True,1863,Salvin,1847,Cabanis,2,2
2807,2,APODIFORMES,Apodidae,Panyptila,cayennensis,MA SA,False,1789,Gmelin JF,1847,Cabanis,1,2
2808,1,APODIFORMES,Apodidae,Cypsiurus,parvus,AF,False,1823,Lichtenstein MHK,1843,Lesson R,1,2
2809,2,APODIFORMES,Apodidae,Cypsiurus,balasiensis,OR,False,1829,Gray JE,1843,Lesson R,2,2
2810,1,APODIFORMES,Apodidae,Tachymarptis,melba,EU AF,False,1758,Linnaeus,1922,Roberts,1,2
2811,2,APODIFORMES,Apodidae,Tachymarptis,aequatorialis,AF,False,1851,von Müller JW,1922,Roberts,2,2
2812,1,APODIFORMES,Apodidae,Apus,alexandri,AF,True,1901,Hartert,1777,Scopoli,14,20
2813,2,APODIFORMES,Apodidae,Apus,apus,EU,False,1758,Linnaeus,1777,Scopoli,1,20
2814,3,APODIFORMES,Apodidae,Apus,unicolor,AF,False,1830,Jardine,1777,Scopoli,4,20
2815,4,APODIFORMES,Apodidae,Apus,niansae,AF,False,1887,Reichenow,1777,Scopoli,13,20
2816,5,APODIFORMES,Apodidae,Apus,pallidus,EU AF,False,1870,Shelley,1777,Scopoli,11,20
2817,6,APODIFORMES,Apodidae,Apus,barbatus,AF,False,1866,Sclater PL,1777,Scopoli,9,20
2818,7,APODIFORMES,Apodidae,Apus,balstoni,AF,False,1880,Bartlett,1777,Scopoli,12,20
2819,8,APODIFORMES,Apodidae,Apus,sladeniae,AF,False,1904,Ogilvie-Grant,1777,Scopoli,15,20
2820,9,APODIFORMES,Apodidae,Apus,berliozi,AF,True,1966,Ripley,1777,Scopoli,20,20
2821,10,APODIFORMES,Apodidae,Apus,bradfieldi,AF,False,1926,Roberts,1777,Scopoli,18,20
2822,11,APODIFORMES,Apodidae,Apus,pacificus,EU,False,1801,Latham,1777,Scopoli,2,20
2823,12,APODIFORMES,Apodidae,Apus,salimalii,EU,True,1958,Lack,1777,Scopoli,19,20
2824,13,APODIFORMES,Apodidae,Apus,leuconyx,EU OR,False,1845,Blyth,1777,Scopoli,7,20
2825,14,APODIFORMES,Apodidae,Apus,cooki,OR,False,1913,Harington,1777,Scopoli,17,20
2826,15,APODIFORMES,Apodidae,Apus,acuticauda,OR,False,1864,Jerdon,1777,Scopoli,8,20
2827,16,APODIFORMES,Apodidae,Apus,affinis,AF,False,1830,Gray JE,1777,Scopoli,4,20
2828,17,APODIFORMES,Apodidae,Apus,nipalensis,OR,False,1837,Hodgson,1777,Scopoli,6,20
2829,18,APODIFORMES,Apodidae,Apus,horus,AF,False,1869,Heuglin,1777,Scopoli,10,20
2830,19,APODIFORMES,Apodidae,Apus,caffer,AF,False,1823,Lichtenstein MHK,1777,Scopoli,3,20
2831,20,APODIFORMES,Apodidae,Apus,batesi,AF,False,1904,Sharpe,1777,Scopoli,15,20
2832,1,APODIFORMES,Trochilidae,Ramphodon,naevius,SA,False,1818,Dumont,1830,Lesson R,1,1
2833,1,APODIFORMES,Trochilidae,Eutoxeres,aquila,MA SA,False,1847,Bourcier,1849,Reichenbach,1,2
2834,2,APODIFORMES,Trochilidae,Eutoxeres,condamini,SA,False,1851,Bourcier,1849,Reichenbach,2,2
2835,1,APODIFORMES,Trochilidae,Glaucis,dohrnii,SA,False,1852,Bourcier Mulsant,1831,Boie F,2,3
2836,2,APODIFORMES,Trochilidae,Glaucis,hirsutus,MA SA,False,1788,Gmelin JF,1831,Boie F,1,3
2837,3,APODIFORMES,Trochilidae,Glaucis,aeneus,MA SA,True,1868,Lawrence,1831,Boie F,3,3
2838,1,APODIFORMES,Trochilidae,Threnetes,ruckeri,MA SA,False,1847,Bourcier,1852,Gould,3,3
2839,2,APODIFORMES,Trochilidae,Threnetes,niger,SA,False,1758,Linnaeus,1852,Gould,1,3
2840,3,APODIFORMES,Trochilidae,Threnetes,leucurus,SA,False,1766,Linnaeus,1852,Gould,2,3
2841,1,APODIFORMES,Trochilidae,Anopetia,gounellei,SA,False,1891,Boucard,1918,Simon,1,1
2842,1,APODIFORMES,Trochilidae,Phaethornis,yaruqui,SA,False,1851,Bourcier,1827,Swainson,15,27
2843,2,APODIFORMES,Trochilidae,Phaethornis,guy,MA SA,False,1833,Lesson R,1827,Swainson,7,27
2844,3,APODIFORMES,Trochilidae,Phaethornis,hispidus,SA,False,1846,Gould,1827,Swainson,12,27
2845,4,APODIFORMES,Trochilidae,Phaethornis,longirostris,MA SA,False,1843,Delattre,1827,Swainson,10,27
2846,5,APODIFORMES,Trochilidae,Phaethornis,mexicanus,MA,True,1897,Hartert,1827,Swainson,23,27
2847,6,APODIFORMES,Trochilidae,Phaethornis,superciliosus,SA,False,1766,Linnaeus,1827,Swainson,2,27
2848,7,APODIFORMES,Trochilidae,Phaethornis,malaris,SA,False,1835,Nordmann,1827,Swainson,8,27
2849,8,APODIFORMES,Trochilidae,Phaethornis,syrmatophorus,SA,True,1852,Gould,1827,Swainson,17,27
2850,9,APODIFORMES,Trochilidae,Phaethornis,koepckeae,SA,True,1977,Weske Terborgh,1827,Swainson,27,27
2851,10,APODIFORMES,Trochilidae,Phaethornis,philippii,SA,False,1847,Bourcier,1827,Swainson,13,27
2852,11,APODIFORMES,Trochilidae,Phaethornis,bourcieri,SA,False,1832,Lesson R,1827,Swainson,4,27
2853,12,APODIFORMES,Trochilidae,Phaethornis,anthophilus,MA SA,False,1843,Bourcier,1827,Swainson,10,27
2854,13,APODIFORMES,Trochilidae,Phaethornis,eurynome,SA,False,1832,Lesson R,1827,Swainson,4,27
2855,14,APODIFORMES,Trochilidae,Phaethornis,pretrei,SA,False,1839,Lesson R Delattre,1827,Swainson,9,27
2856,15,APODIFORMES,Trochilidae,Phaethornis,augusti,SA,False,1847,Bourcier,1827,Swainson,13,27
2857,16,APODIFORMES,Trochilidae,Phaethornis,subochraceus,SA,True,1915,Todd,1827,Swainson,25,27
2858,17,APODIFORMES,Trochilidae,Phaethornis,squalidus,SA,False,1822,Temminck,1827,Swainson,3,27
2859,18,APODIFORMES,Trochilidae,Phaethornis,rupurumii,SA,True,1892,Boucard,1827,Swainson,22,27
2860,19,APODIFORMES,Trochilidae,Phaethornis,longuemareus,SA,False,1832,Lesson R,1827,Swainson,4,27
2861,20,APODIFORMES,Trochilidae,Phaethornis,idaliae,SA,False,1856,Bourcier Mulsant,1827,Swainson,19,27
2862,21,APODIFORMES,Trochilidae,Phaethornis,nattereri,SA,True,1887,von Berlepsch,1827,Swainson,21,27
2863,22,APODIFORMES,Trochilidae,Phaethornis,ruber,SA,False,1758,Linnaeus,1827,Swainson,1,27
2864,23,APODIFORMES,Trochilidae,Phaethornis,stuarti,SA,True,1897,Hartert,1827,Swainson,23,27
2865,24,APODIFORMES,Trochilidae,Phaethornis,atrimentalis,SA,True,1858,Lawrence,1827,Swainson,20,27
2866,25,APODIFORMES,Trochilidae,Phaethornis,aethopygus,SA,True,1950,Zimmer JT,1827,Swainson,26,27
2867,26,APODIFORMES,Trochilidae,Phaethornis,striigularis,MA SA,True,1854,Gould,1827,Swainson,18,27
2868,27,APODIFORMES,Trochilidae,Phaethornis,griseogularis,SA,True,1851,Gould,1827,Swainson,15,27
2869,1,APODIFORMES,Trochilidae,Androdon,aequatorialis,MA SA,True,1863,Gould,1863,Gould,1,1
2870,1,APODIFORMES,Trochilidae,Doryfera,ludovicae,MA SA,False,1847,Bourcier Mulsant,1847,Gould,1,2
2871,2,APODIFORMES,Trochilidae,Doryfera,johannae,SA,False,1847,Bourcier,1847,Gould,1,2
2872,1,APODIFORMES,Trochilidae,Phaeochroa,cuvierii,MA SA,False,1846,Delattre Bourcier,1861,Gould,1,1
2873,1,APODIFORMES,Trochilidae,Campylopterus,curvipennis,MA,False,1830,Deppe,1827,Swainson,4,12
2874,2,APODIFORMES,Trochilidae,Campylopterus,pampa,MA,False,1832,Lesson R,1827,Swainson,6,12
2875,3,APODIFORMES,Trochilidae,Campylopterus,excellens,MA,False,1941,Wetmore,1827,Swainson,12,12
2876,4,APODIFORMES,Trochilidae,Campylopterus,largipennis,SA,False,1783,Boddaert,1827,Swainson,1,12
2877,5,APODIFORMES,Trochilidae,Campylopterus,rufus,MA,True,1840,Lesson R,1827,Swainson,7,12
2878,6,APODIFORMES,Trochilidae,Campylopterus,hyperythrus,SA,True,1849,Cabanis,1827,Swainson,8,12
2879,7,APODIFORMES,Trochilidae,Campylopterus,hemileucurus,MA,False,1830,Deppe,1827,Swainson,4,12
2880,8,APODIFORMES,Trochilidae,Campylopterus,ensipennis,SA,False,1822,Swainson,1827,Swainson,3,12
2881,9,APODIFORMES,Trochilidae,Campylopterus,falcatus,SA,False,1821,Swainson,1827,Swainson,2,12
2882,10,APODIFORMES,Trochilidae,Campylopterus,phainopeplus,SA,True,1879,Salvin Godman,1827,Swainson,10,12
2883,11,APODIFORMES,Trochilidae,Campylopterus,villaviscensio,SA,False,1851,Bourcier,1827,Swainson,9,12
2884,12,APODIFORMES,Trochilidae,Campylopterus,duidae,SA,True,1929,Chapman,1827,Swainson,11,12
2885,1,APODIFORMES,Trochilidae,Aphantochroa,cirrochloris,SA,False,1818,Vieillot,1853,Gould,1,1
2886,1,APODIFORMES,Trochilidae,Eupetomena,macroura,SA,False,1788,Gmelin JF,1853,Gould,1,1
2887,1,APODIFORMES,Trochilidae,Florisuga,mellivora,MA SA,False,1758,Linnaeus,1850,Bonaparte,1,2
2888,2,APODIFORMES,Trochilidae,Florisuga,fusca,SA,False,1817,Vieillot,1850,Bonaparte,2,2
2889,1,APODIFORMES,Trochilidae,Colibri,delphinae,MA SA,False,1839,Lesson R,1824,von Spix,3,5
2890,2,APODIFORMES,Trochilidae,Colibri,thalassinus,MA,False,1827,Swainson,1824,von Spix,2,5
2891,3,APODIFORMES,Trochilidae,Colibri,cyanotus,MA SA,False,1843,Bourcier,1824,von Spix,4,5
2892,4,APODIFORMES,Trochilidae,Colibri,coruscans,SA,False,1846,Gould,1824,von Spix,5,5
2893,5,APODIFORMES,Trochilidae,Colibri,serrirostris,SA,False,1816,Vieillot,1824,von Spix,1,5
2894,1,APODIFORMES,Trochilidae,Anthracothorax,viridigula,SA,False,1783,Boddaert,1831,Boie F,3,7
2895,2,APODIFORMES,Trochilidae,Anthracothorax,prevostii,MA SA,False,1832,Lesson R,1831,Boie F,6,7
2896,3,APODIFORMES,Trochilidae,Anthracothorax,nigricollis,MA SA,False,1817,Vieillot,1831,Boie F,5,7
2897,4,APODIFORMES,Trochilidae,Anthracothorax,veraguensis,MA,True,1855,Reichenbach,1831,Boie F,7,7
2898,5,APODIFORMES,Trochilidae,Anthracothorax,dominicus,NA,False,1766,Linnaeus,1831,Boie F,2,7
2899,6,APODIFORMES,Trochilidae,Anthracothorax,viridis,NA,False,1801,Audebert Vieillot,1831,Boie F,4,7
2900,7,APODIFORMES,Trochilidae,Anthracothorax,mango,NA,False,1758,Linnaeus,1831,Boie F,1,7
2901,1,APODIFORMES,Trochilidae,Avocettula,recurvirostris,SA,False,1822,Swainson,1849,Reichenbach,1,1
2902,1,APODIFORMES,Trochilidae,Topaza,pella,SA,False,1758,Linnaeus,1840,Gray GR,1,2
2903,2,APODIFORMES,Trochilidae,Topaza,pyra,SA,False,1846,Gould,1840,Gray GR,2,2
2904,1,APODIFORMES,Trochilidae,Eulampis,jugularis,NA,False,1766,Linnaeus,1831,Boie F,2,2
2905,2,APODIFORMES,Trochilidae,Eulampis,holosericeus,NA,False,1758,Linnaeus,1831,Boie F,1,2
2906,1,APODIFORMES,Trochilidae,Chrysolampis,mosquitus,MA SA,False,1758,Linnaeus,1831,Boie F,1,1
2907,1,APODIFORMES,Trochilidae,Orthorhyncus,cristatus,NA,False,1758,Linnaeus,1799,Lacépède,1,1
2908,1,APODIFORMES,Trochilidae,Klais,guimeti,MA SA,False,1843,Bourcier,1854,Reichenbach,1,1
2909,1,APODIFORMES,Trochilidae,Stephanoxis,lalandi,SA,False,1818,Vieillot,1897,Simon,1,2
2910,2,APODIFORMES,Trochilidae,Stephanoxis,loddigesii,SA,False,1831,Vigors,1897,Simon,2,2
2911,1,APODIFORMES,Trochilidae,Abeillia,abeillei,MA,False,1839,Lesson R Delattre,1850,Bonaparte,1,1
2912,1,APODIFORMES,Trochilidae,Lophornis,ornatus,SA,False,1783,Boddaert,1829,Lesson R,1,10
2913,2,APODIFORMES,Trochilidae,Lophornis,gouldii,SA,False,1832,Lesson R,1829,Lesson R,4,10
2914,3,APODIFORMES,Trochilidae,Lophornis,magnificus,SA,False,1817,Vieillot,1829,Lesson R,2,10
2915,4,APODIFORMES,Trochilidae,Lophornis,brachylophus,MA,True,1949,Moore RT,1829,Lesson R,10,10
2916,5,APODIFORMES,Trochilidae,Lophornis,delattrei,MA SA,False,1839,Lesson R,1829,Lesson R,5,10
2917,6,APODIFORMES,Trochilidae,Lophornis,stictolophus,SA,True,1873,Salvin Elliot DG,1829,Lesson R,8,10
2918,7,APODIFORMES,Trochilidae,Lophornis,chalybeus,SA,False,1821,Temminck,1829,Lesson R,3,10
2919,8,APODIFORMES,Trochilidae,Lophornis,pavoninus,SA,True,1882,Salvin Godman,1829,Lesson R,9,10
